Tên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kỹ năng,Link
Nhân Viên MarketingUrgent job,Công Ty CP Giao Nhận Vận Tải Ngoại Thương ( VNT Logistics),Thương lượng,Hà Nội,30/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing, Marketing &amp; Branding, Chiến Lược Marketing, Phát Triển Sản Phẩm",https://www.vietnamworks.com/nhan-vien-marketing--1720955-jv?source=searchResults&searchType=2&placement=1721355&sortBy=date
Chuyên Viên Marketing,Công Ty TNHH Cộng Cà Phê,$600 - $820,Hà Nội,29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Planning, F&amp;B, Quản Trị Kinh Doanh, SEO, Truyền Thông",https://www.vietnamworks.com/chuyen-vien-marketing--1707793-jv?source=searchResults&searchType=2&placement=1708193&sortBy=date
Nhân Viên Truyền Thông Online,Công Ty TNHH Dịch Vụ Logistics Bảo Vận,$300 - $500,Hà Nội,14/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Phát Triển Thương Hiệu, Lập Kế Hoạch Truyền Thông, Facebook Ads, Google Ads, Content Creation",https://www.vietnamworks.com/nhan-vien-truyen-thong-online--1646172-jv?source=searchResults&searchType=2&placement=1646572&sortBy=date
"Nhân Viên Marketing, Quản Trị Website",Công Ty Cổ Phần Hợp Lực Toàn Cầu,Thương lượng,Hà Nội,14/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Website Managegment, Công Nghệ Thông Tin",https://www.vietnamworks.com/nhan-vien-marketing-quan-tri-website--1724741-jv?source=searchResults&searchType=2&placement=1725141&sortBy=date
Sales Communication Officer - Nhân Viên Truyền Thông (Kênh Kinh Doanh),Công Ty Cổ Phần Tư Vấn Ideal Life (Izion24),Thương lượng,Hồ Chí Minh,14/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Market Research, Strategic Communication Planning, Problem Solving, English, Content Marketing",https://www.vietnamworks.com/sales-communication-officer-nhan-vien-truyen-thong-kenh-kinh-doanh-1724822-jv?source=searchResults&searchType=2&placement=1725222&sortBy=date
Giám Sát Bán Hàng Kênh Tiếp Thị - Ngành Sữa Abbott (Hà Nội),Abbott,Thương lượng,Hồ Chí Minh,13/12/2023,Nhân viên,"<a property=""item"" typeof=""WebPage"" href=""https://www.vietnamworks.com/viec-lam?g=21"">Kinh Doanh","Giám Sát Bán Hàng, PG Leader, Execution Capability, Trade Management, Excellent Planning",https://www.vietnamworks.com/giam-sat-ban-hang-kenh-tiep-thi-nganh-sua-abbott-ha-noi-1724857-jv?source=searchResults&searchType=2&placement=1725257&sortBy=date
Nhân Viên Content,Công Ty TNHH Đạt Phúc Nguyên,$500 - $600,Nghệ An,13/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content Creating, Content Editing, Kỹ Năng Viết Kịch Bản Video, Content Marketing, Triển Khai Ý Tưởng",https://www.vietnamworks.com/nhan-vien-content--1724833-jv?source=searchResults&searchType=2&placement=1725233&sortBy=date
Manager Digital Marketing (Part time),Công Ty TNHH Tư Vấn Và Ứng Dụng Công Nghệ BIM Việt Nam,Từ $600,Hà Nội,13/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content Marketing, SEO, SEM, Digital Marketing",https://www.vietnamworks.com/manager-digital-marketing-part-time-1724780-jv?source=searchResults&searchType=2&placement=1725180&sortBy=date
Senior Event Specialist,Simpson Strong-Tie Vietnam Company Limited,Thương lượng,Hồ Chí Minh,13/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Event Planning, Public Relation, Organize Event, Event Management, Event",https://www.vietnamworks.com/senior-event-specialist--1724795-jv?source=searchResults&searchType=2&placement=1725195&sortBy=date
Retail Marketing Manager,PNJ - Phu Nhuan Jewelry Joint Stock Company,$2000 - $3000,Đồng Nai,13/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Retail Marketing, Strategic Marketing Management, Marketing Planning, Marketing Retail",https://www.vietnamworks.com/retail-marketing-manager--1724789-jv?source=searchResults&searchType=2&placement=1725189&sortBy=date
Junior Marketing Staff,Lotte Duty Free,Thương lượng,Đà Nẵng,13/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Planning, Advertising Campaigns, Media Digital, Data Analyst, Advertisement",https://www.vietnamworks.com/junior-marketing-staff-2--1724698-jv?source=searchResults&searchType=2&placement=1725148&sortBy=date
Nhân Viên Tư Vấn Qua Điện Thoại,Công Ty TNHH Transcosmos Việt Nam,Thương lượng,Hà Nội,13/12/2023,Mới Tốt Nghiệp,"<a property=""item"" typeof=""WebPage"" href=""https://www.vietnamworks.com/viec-lam?g=6"">Dịch Vụ Khách Hàng","Tư Vấn Khách Hàng, Giới Thiệu Sản Phẩm, Tìm Hiểu Khách Hàng, Tiếp Thị Tư Vấn Sản Phẩm, Chăm Sóc Khách Hàng",https://www.vietnamworks.com/nhan-vien-tu-van-qua-dien-thoai--1724720-jv?source=searchResults&searchType=2&placement=1725170&sortBy=date
Digital Marketing Expert (F&b)Headhunt jobs,Navigos Search,$900 - $1200,Hà Nội,13/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Social Media Marketing",https://www.vietnamworks.com/digital-marketing-expert-f-amp-b-1724696-jv?source=searchResults&searchType=2&placement=1725146&sortBy=date
Content Marketing Expert (F&b)Headhunt jobs,Navigos Search,$900 - $1200,Hà Nội,13/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content Marketing, Content",https://www.vietnamworks.com/content-marketing-expert-f-amp-b-1724683-jv?source=searchResults&searchType=2&placement=1725133&sortBy=date
Marketing Specialist - Aston Martin,"CT - Wearnes CO., LTD",Thương lượng,Hồ Chí Minh,13/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Automotive Industry, Event, SEO, Social Marketing, English",https://www.vietnamworks.com/marketing-specialist-aston-martin--1724636-jv?source=searchResults&searchType=2&placement=1725086&sortBy=date
Marketing CoordinatorUrgent job,Văn Phòng Đại Diện Food Expert Tại TP. HCM,Thương lượng,Hồ Chí Minh,13/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","CRM, Website Managegment, Social Media Marketing, Client Liaison, Marketing Channel",https://www.vietnamworks.com/marketing-coordinator--1724579-jv?source=searchResults&searchType=2&placement=1725029&sortBy=date
Social Media Executive,Seven System Viet Nam JSC (7-Eleven),Thương lượng,Hồ Chí Minh,13/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Social Media, F&amp;B, Business Administration, Market Trend, Marketing Strategy",https://www.vietnamworks.com/social-media-executive--1724562-jv?source=searchResults&searchType=2&placement=1725012&sortBy=date
Nhân Viên Phát Triển Kênh Youtube,Công Ty Cổ Phần Truyền Thông Sunrise,$400 - $750,Hà Nội,13/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Youtube, Youtube Advertising, Lên Ý Tưởng Kịch Bản, Xây Dựng Kênh Youtube",https://www.vietnamworks.com/nhan-vien-phat-trien-kenh-youtube-2-1-1-2-1-1-1-1--1724596-jv?source=searchResults&searchType=2&placement=1725046&sortBy=date
Nhân Viên Phụ Trách Thương Hiệu,Công Ty TNHH Vận Tải Bách Việt,$500 - $800,Đà Nẵng,13/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Giao Tiếp, Truyền Thông, Viết Tin Bài Truyền Thông, PR Content",https://www.vietnamworks.com/nhan-vien-phu-trach-thuong-hieu-1724472-jv?source=searchResults&searchType=2&placement=1724922&sortBy=date
Performance Marketing Executive,Báo Điện Tử VnExpress.Net,$700 - $1200,Hồ Chí Minh,13/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Analytic Skill, Analyze Data, Performance Marketing, Strategic Planning",https://www.vietnamworks.com/performance-marketing-executive--1724572-jv?source=searchResults&searchType=2&placement=1725022&sortBy=date
[$1100 - $1500] Copywriter Content LeadHeadhunt jobs,Navigos Search,$1100 - $1500,Hà Nội,13/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Media, Copywriting",https://www.vietnamworks.com/1100-1500-copywriter-content-lead-1724582-jv?source=searchResults&searchType=2&placement=1725032&sortBy=date
{ Accountant } Urgent,JLDD Group,$450 - $600,Hồ Chí Minh,22/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Kế Toán Tổng Hợp, Accounting, Kế Toán, Kế Toán Thuế Công Nợ",https://www.vietnamworks.com/accountant-urgent--1717513-jv?source=searchResults&searchType=2&placement=1717963&sortBy=date
Chuyên Viên Cấp Cao Về Marketing & Cho Thuê (Tiếng Trung Tại Hà Nội)Urgent job,Soilbuild Asset Management & Service Company Limited,Thương lượng,Hà Nội,21/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Tiếng Trung, Tìm Kiếm Khách Hàng, Tổ Chức Hội Thảo, Tiếp Thị, Marketing Trực Tuyến",https://www.vietnamworks.com/chuyen-vien-cap-cao-ve-marketing-cho-thue-tieng-trung-tai-ha-noi--1716809-jv?source=searchResults&searchType=2&placement=1717259&sortBy=date
Marketing & Sales Executive (Lương Up to 1000 USD)Urgent job,"KL Technologies Co.,Ltd.",Thương lượng,Hà Nội,21/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Quảng Bá Thương Hiệu, Chiến Lược Kinh Doanh, Báo Giá Khách Hàng, Tư Vấn Sản Phẩm, Quảng Cáo Bán Hàng",https://www.vietnamworks.com/marketing-sales-executive-luong-up-to-1000-usd-1716926-jv?source=searchResults&searchType=2&placement=1717376&sortBy=date
Digital Marketing,Công Ty TNHH GLOBAL Jet Commerce,$500 - $900,Hồ Chí Minh,22/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Social Media, Content Marketing, Google Analytics, Chiến Dịch Truyền Thông, Video Editing",https://www.vietnamworks.com/digital-marketing-669--1717294-jv?source=searchResults&searchType=2&placement=1717744&sortBy=date
Project Manager (PR & Marketing),Công Ty TNHH Dịch Vụ Phát Triển Elite,$500 - $815,Hồ Chí Minh,22/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Brand Agency, Account Management, Truyền Thông, Media, Quảng Cáo",https://www.vietnamworks.com/project-manager-pr-marketing--1717176-jv?source=searchResults&searchType=2&placement=1717626&sortBy=date
Marketing Specialist,Công Ty TNHH Hoshizaki Việt Nam,Từ $500,Hồ Chí Minh,22/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content Marketing, SEO, Digital Marketing",https://www.vietnamworks.com/marketing-specialist--1717511-jv?source=searchResults&searchType=2&placement=1717961&sortBy=date
Trưởng Nhóm Marketing,Công Ty TNHH Thương Mại Quốc Tế B.L.G,$400 - $600,Hà Nội,21/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content, Content Marketing, Marketing Planning, Lập Kế Hoạch Sự Kiện, Marketing Management",https://www.vietnamworks.com/truong-nhom-marketing-154-1704685-jv?source=searchResults&searchType=2&placement=1705135&sortBy=date
Digital Marketing Manager,Công Ty Cổ Phần Công Nghệ Sen Đỏ,Thương lượng,Hồ Chí Minh,22/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Power BI Microsoft, Tableau BI",https://www.vietnamworks.com/digital-marketing-manager--1717181-jv?source=searchResults&searchType=2&placement=1717631&sortBy=date
Marketing and Communications Intern,Công Ty TNHH Savills (Việt Nam),$50 - $100,Hà Nội,22/11/2023,Thực tập sinh/Sinh viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Creative Mindset, English, Copywriting, Organising Events, Content Creating",https://www.vietnamworks.com/marketing-and-communications-intern-1717146-jv?source=searchResults&searchType=2&placement=1717596&sortBy=date
Thực Tập Sinh Marketing (Full time),Công Ty Cổ Phần Luklak,$50 - $100,Hà Nội,22/11/2023,Thực tập sinh/Sinh viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content, Digital Marketing, Premiere, Online Marketing, Content Creating",https://www.vietnamworks.com/thuc-tap-sinh-marketing-full-time-1716787-jv?source=searchResults&searchType=2&placement=1717237&sortBy=date
Content Marketing,Công Ty Xây Dựng Và Phát Triển Nhà Kiến Xinh,Thương lượng,Hồ Chí Minh,22/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content, Truyền Thông, Digital, Marketing Campaign, Photoshop",https://www.vietnamworks.com/content-marketing--1717029-jv?source=searchResults&searchType=2&placement=1717479&sortBy=date
Senior Marketing Manager (FMCG Industry),Pmax - Total Performance Marketing Company,Thương lượng,Hồ Chí Minh,22/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Account Management, Brand Planning, Marketing Planning, FMCG Market, FMCG Industry",https://www.vietnamworks.com/senior-marketing-manager-fmcg-industry-1717177-jv?source=searchResults&searchType=2&placement=1717627&sortBy=date
Chuyên Viên Truyền Thông Marketing (Từ 6 Tháng - 1 Năm Kinh Nghiệm),Công Ty Cổ Phần Luklak,$300 - $700,Hà Nội,22/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Truyền Thông, Communication, Digital Marketing, Online Marketing, Branding",https://www.vietnamworks.com/chuyen-vien-truyen-thong-marketing-tu-6-thang-1-nam-kinh-nghiem-1717074-jv?source=searchResults&searchType=2&placement=1717524&sortBy=date
Digital Marketing Executive,Tập Đoàn Apec (Apec Group),Thương lượng,Hà Nội,22/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Social Media, SEO, Online Marketing, Digital Marketing, Google Ads Planner",https://www.vietnamworks.com/digital-marketing-executive-625-1687266-jv?source=searchResults&searchType=2&placement=1687716&sortBy=date
Content Marketing,Công Ty TNHH Xuất Nhập Khẩu Rutop Việt Nam,$300 - $500,Hồ Chí Minh,22/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content Marketing, Mỹ Phẩm, Truyền Thông, Xây Dựng Nội Dung, Quản Lý Fanpage",https://www.vietnamworks.com/content-marketing--1717277-jv?source=searchResults&searchType=2&placement=1717727&sortBy=date
Project Account Manager - Building Materials,AkzoNobel Vietnam,Thương lượng,Hồ Chí Minh,02/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Sales B2B, Paint Industry, Sales Oriented, Building Industrial, English",https://www.vietnamworks.com/project-account-manager-building-materials-1-1--1721389-jv?source=searchResults&searchType=2&placement=1721839&sortBy=date
Communications Manager,USAID Improving Private Sector Competiviveness (IPSC),Thương lượng,Hà Nội,22/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Truyền Thông, Quản Lý Kênh Truyền Thông, Digital Marketing, Communication, Communication Strategy",https://www.vietnamworks.com/communications-manager-31-1-1704977-jv?source=searchResults&searchType=2&placement=1705427&sortBy=date
Thực Tập Sinh Event Marketing,The Edu House,Thương lượng,Hồ Chí Minh,02/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Sự Kiện, Anh Văn, Tổ Chức Sự Kiện Cho Công Ty",https://www.vietnamworks.com/thuc-tap-sinh-event-marketing-1721385-jv?source=searchResults&searchType=2&placement=1721835&sortBy=date
Nhân Viên Truyền Thông Sự Kiện (Không Yêu Cầu Kinh Nghiệm),The Edu House,Thương lượng,Hồ Chí Minh,02/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Truyền Thông, Tổ Chức Sự Kiện, Advertising, Marketing Social, Quản Trị Sự Kiện",https://www.vietnamworks.com/nhan-vien-truyen-thong-su-kien-khong-yeu-cau-kinh-nghiem-1721373-jv?source=searchResults&searchType=2&placement=1721823&sortBy=date
Technical & Product Manager - Swine & Poultry / Giám Đốc Kỹ Thuật và Sản Phẩm - Gia Súc & Gia CầmUrgent job,Virbac Vietnam,Thương lượng,Hồ Chí Minh,21/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Veterinary Medicines, Thú Y, Chăn Nuôi Heo",https://www.vietnamworks.com/technical-product-manager-swine-poultry-giam-doc-ky-thuat-va-san-pham-gia-suc-gia-cam-1705255-jv?source=searchResults&searchType=2&placement=1705705&sortBy=date
[Tuyển Gấp] Chuyên Viên Truyền Thông Thương Hiệu (Lương 15 Đến 18 Triệu),Công Ty CP Tập Đoàn Bách Việt,$700 - $900,Hà Nội,22/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Truyền Thông Thương Hiệu, Biên Tập Nội Dung, Truyền Thông Nội Bộ, Viết PR, Xử Lý Vấn Đề",https://www.vietnamworks.com/tuyen-gap-chuyen-vien-truyen-thong-thuong-hieu-luong-15-den-18-trieu-1717139-jv?source=searchResults&searchType=2&placement=1717589&sortBy=date
Nhân Viên Kinh DoanhUrgent job,Công Ty Cổ Phần Thiết Bị Và Công Nghệ Hướng Nam,$350 - $650,Hà Nội,21/11/2023,Nhân viên,"<a property=""item"" typeof=""WebPage"" href=""https://www.vietnamworks.com/viec-lam?g=21"">Kinh Doanh","Sale Dược Phẩm, Bán Hàng, Tiếp Thị Dược Phẩm, Chăm Sóc Khách Hàng, Phát Triển Thị Trường",https://www.vietnamworks.com/nhan-vien-kinh-doanh--1716667-jv?source=searchResults&searchType=2&placement=1717117&sortBy=date
Chuyên Viên Kinh DoanhUrgent job,Công Ty Cổ Phần Giải Pháp Tự Động Hóa Kỹ Thuật Việt Nam,Thương lượng,Hồ Chí Minh,21/11/2023,Nhân viên,"<a property=""item"" typeof=""WebPage"" href=""https://www.vietnamworks.com/viec-lam?g=21"">Kinh Doanh","Kinh Doanh Phần Mềm, Thuyết Phục Bán Hàng, Tìm Kiếm Khách Hàng, Tiếp Thị Kinh Doanh, Quan Hệ Khách Hàng",https://www.vietnamworks.com/chuyen-vien-kinh-doanh--1716934-jv?source=searchResults&searchType=2&placement=1717384&sortBy=date
Giám Đốc Ngành Hàng Nước Khoáng (Upto 5000$),Tập Đoàn Apec (Apec Group),$3000 - $5000,Hà Nội,13/12/2023,Giám Đốc và Cấp Cao Hơn,"Tiếp Thị, Quảng Cáo/Truyền Thông","FMCG Business Operation, Ngành FMCG, Nước Sạch, Marketing Bán Lẻ, Marketing Purchase",https://www.vietnamworks.com/giam-doc-nganh-hang-nuoc-khoang-upto-5000--1724553-jv?source=searchResults&searchType=2&placement=1725003&sortBy=date
Marketing Assistant cum Personal Assistant to General Manager - Abbott Rapid Diagnostics,Abbott,Thương lượng,Hồ Chí Minh,13/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Y Tế, Marketing Support, Administrative Support, English, Office Management",https://www.vietnamworks.com/marketing-assistant-cum-personal-assistant-to-general-manager-abbott-rapid-diagnostics-1724543-jv?source=searchResults&searchType=2&placement=1724993&sortBy=date
Senior SEO LeaderHeadhunt jobs,Navigos Search,$1200 - $1700,Hà Nội,13/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO, Online Marketing",https://www.vietnamworks.com/senior-seo-leader-1724533-jv?source=searchResults&searchType=2&placement=1724983&sortBy=date
Content Marketing (Xe Tải - Quận 12 - HCM),Tập Đoàn Đầu Tư Miền Nam,$350 - $450,Hồ Chí Minh,13/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content Fanpage, Content SEO, Content Website",https://www.vietnamworks.com/content-marketing-xe-tai-quan-12-hcm--1724512-jv?source=searchResults&searchType=2&placement=1724962&sortBy=date
Influencer Marketing Specialist,Công Ty TNHH ActsOne Việt Nam,Thương lượng,Hồ Chí Minh,13/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Social Media, Marketing Trực Tuyến, KOL, Public Relation, Communication",https://www.vietnamworks.com/influencer-marketing-specialist--1724499-jv?source=searchResults&searchType=2&placement=1724949&sortBy=date
Senior Communications & Marketing Officer/ Manager,Action On Poverty (Aop) In Vietnam,Tới $1500,Hà Nội,13/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Strategic Public Relations Planning, Data Management, CRM, Communication, Media",https://www.vietnamworks.com/senior-communications-marketing-officer-manager-1724471-jv?source=searchResults&searchType=2&placement=1724921&sortBy=date
Marketing Manager - Aquafeed,Chi Nhánh Olam Global Agri Việt Nam,$900 - $1200,Not Define,13/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Planning, Branding, Tiếp Thị Sản Phẩm, Branding Marketing, Phân Tích Thương Mại",https://www.vietnamworks.com/marketing-manager-aquafeed--1724431-jv?source=searchResults&searchType=2&placement=1724881&sortBy=date
Digital Marketing Supervisor,"Emers Vietnam Co., Ltd",$1300 - $1700,Hồ Chí Minh,13/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","English, Analytical Skill, Leadership, Digital Communications, Digital Marketing",https://www.vietnamworks.com/digital-marketing-supervisor-39-1--1724416-jv?source=searchResults&searchType=2&placement=1724866&sortBy=date
Content Creator,Công Ty TNHH Truyền Thông ADT,Thương lượng,Hà Nội,21/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Sáng Tạo Nội Dung, SEO, Quản Lý Web, Tracking Performance",https://www.vietnamworks.com/content-creator--1716888-jv?source=searchResults&searchType=2&placement=1717338&sortBy=date
Truyền Thông và Tổ Chức Sự Kiện,Trường Đại Học Đông Đô,Thương lượng,Hà Nội,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Giáo Dục, Truyền Thông, Event, Tổ Chức Sự Kiện, Truyền Thông Nội Bộ",https://www.vietnamworks.com/truyen-thong-va-to-chuc-su-kien-1719503-jv?source=searchResults&searchType=2&placement=1719953&sortBy=date
Scientific Communication Specialist,Ajinomoto Vietnam Company,Thương lượng,Hà Nội,12/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Communication, Ngành FMCG, Public Relation, Sciencific Research, Nutrition",https://www.vietnamworks.com/scientific-communication-specialist--1713540-jv?source=searchResults&searchType=2&placement=1713990&sortBy=date
Chuyên Viên Quản Lý Livestream và KOC Kênh Tiktok,Công Ty Cổ Phần Vua Nệm,$500 - $700,Hà Nội,12/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Quản Lý Bán Hàng, Livestream Bán Hàng, Kỹ Năng Giao Tiếp, Phát Triển Đối Tác, Tư Duy Sáng Tạo",https://www.vietnamworks.com/chuyen-vien-quan-ly-livestream-va-koc-kenh-tiktok-1724372-jv?source=searchResults&searchType=2&placement=1724822&sortBy=date
Trade Marketing Supervisor - GT,Marico South East Asia Corporation,Thương lượng,Hồ Chí Minh,12/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Trade Marketing, FMCG Market, Trade Category Management, Trade Promotion Management, FMCG",https://www.vietnamworks.com/trade-marketing-supervisor-gt--1724345-jv?source=searchResults&searchType=2&placement=1724795&sortBy=date
Legal Director,Urbox (Công Ty Cổ Phần Tiếp Thị Số Tô Quà),Thương lượng,Hồ Chí Minh,21/11/2023,Giám Đốc và Cấp Cao Hơn,"<a property=""item"" typeof=""WebPage"" href=""https://www.vietnamworks.com/viec-lam?g=16"">Pháp Lý","Pháp Lý Doanh Nghiệp, Pháp Chế Doanh Nghiệp, Luật, Pháp Chế, Legal",https://www.vietnamworks.com/legal-director--1717023-jv?source=searchResults&searchType=2&placement=1717473&sortBy=date
Instore Marketing Intern,Công Ty Cổ Phần Dược Phẩm Pharmacity,$80 - $80,Hồ Chí Minh,12/12/2023,Thực tập sinh/Sinh viên,"Tiếp Thị, Quảng Cáo/Truyền Thông",Marketing Planning,https://www.vietnamworks.com/instore-marketing-intern-1724334-jv?source=searchResults&searchType=2&placement=1724784&sortBy=date
Brand Manager,Công Ty TNHH HCT Family Food,Thương lượng,Hồ Chí Minh,12/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Hoạch Định Chiến Lược, Lập Kế Hoạch Marketing, Quản Lý Thương Hiệu, Quản Lý Ngân Sách",https://www.vietnamworks.com/brand-manager--1724297-jv?source=searchResults&searchType=2&placement=1724747&sortBy=date
Brand Marketing Intern,Công Ty Cổ Phần Dược Phẩm Pharmacity,$80 - $80,Hồ Chí Minh,12/12/2023,Thực tập sinh/Sinh viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO Adwords, SEO Writing, SEO Content Writing, SEO Management, Brand Marketing",https://www.vietnamworks.com/brand-marketing-intern--1724320-jv?source=searchResults&searchType=2&placement=1724820&sortBy=date
Chuyên Viên Sáng Tạo Nội Dung Tiktok,Công Ty Cổ Phần Vua Nệm,$500 - $700,Hà Nội,12/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content, Content Marketing, Biên Tập Nội Dung, Tiktok Ads, Creative Skill",https://www.vietnamworks.com/chuyen-vien-sang-tao-noi-dung-tiktok-1724318-jv?source=searchResults&searchType=2&placement=1724818&sortBy=date
Nhân Viên Quay Dựng - Video Editor,Weset English Center,Từ $450,Hồ Chí Minh,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Photoshop, After Effect, Adobe Premiere, Videos Editor",https://www.vietnamworks.com/nhan-vien-quay-dung-video-editor--1719425-jv?source=searchResults&searchType=2&placement=1719925&sortBy=date
Chuyên Viên Marketing,Công Ty Cổ Phần Đầu Tư Phát Triển Sách Và Học Liệu Điện Tử Việt Nam,Thương lượng,Hà Nội,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Canva Design, SEO, Quảng Cáo, Digital Marketing, Truyền Thông",https://www.vietnamworks.com/chuyen-vien-marketing--1707346-jv?source=searchResults&searchType=2&placement=1707846&sortBy=date
Content Social,Công Ty Cổ Phần Thương Mại Dịch Vụ Chăm Sóc Sức Khỏe Và Sắc Đẹp Hera,$400 - $830,Hồ Chí Minh,12/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Sáng Tạo Nội Dung, Content, Digital Marketing, Truyền Thông, Tư Duy Sáng Tạo",https://www.vietnamworks.com/content-social--1724284-jv?source=searchResults&searchType=2&placement=1724784&sortBy=date
Cộng Tác Viên Hỗ Trợ Dự Án Triển Lãm Nước Ngoài Tại Việt Nam,International Technology Exhibition And Events Joint Stock Company - Công Ty Cổ Phần Triển Lãm Công Nghệ Và Sự Kiện Quốc Tế (Itec.Com.Vn),Thương lượng,Hà Nội,12/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Thu Thập Thông Tin, Truyền Thông, Nghiên Cứu Thị Trường, Hỗ Trợ Dự Án",https://www.vietnamworks.com/cong-tac-vien-ho-tro-du-an-trien-lam-nuoc-ngoai-tai-viet-nam-1724235-jv?source=searchResults&searchType=2&placement=1724735&sortBy=date
